Copo,Name,Distribution Date,Amount
4525,Town of Valliant,11-Sep-18,116.31
4525,Town of Valliant,8-Oct-18,101.20
4525,Town of Valliant,13-Nov-18,124.99
4525,Town of Valliant,11-Dec-18,114.29
4525,Town of Valliant,10-Jan-19,110.91
4525,Town of Valliant,11-Feb-19,112.64
4525,Town of Valliant,11-Mar-19,92.13
4525,Town of Valliant,9-Apr-19,111.11
4525,Town of Valliant,10-May-19,93.38
4525,Town of Valliant,11-Jun-19,138.03
4530,Town of Wright City,10-Jul-18,120.53
4530,Town of Wright City,10-Aug-18,118.75
4530,Town of Wright City,11-Sep-18,116.63
4530,Town of Wright City,8-Oct-18,101.47
4530,Town of Wright City,13-Nov-18,125.33
4530,Town of Wright City,11-Dec-18,114.60
4530,Town of Wright City,10-Jan-19,111.21
4530,Town of Wright City,11-Feb-19,112.94
4530,Town of Wright City,11-Mar-19,92.38
4530,Town of Wright City,9-Apr-19,111.41
4530,Town of Wright City,10-May-19,93.63
4530,Town of Wright City,11-Jun-19,138.40
4605,City of Checotah,10-Jul-18,515.71
4605,City of Checotah,10-Aug-18,508.10
4605,City of Checotah,11-Sep-18,499.02
4605,City of Checotah,8-Oct-18,434.18
4605,City of Checotah,13-Nov-18,536.27
4605,City of Checotah,11-Dec-18,490.36
4605,City of Checotah,10-Jan-19,475.84
4605,City of Checotah,11-Feb-19,483.26
4605,City of Checotah,11-Mar-19,395.28
4605,City of Checotah,9-Apr-19,476.70
4605,City of Checotah,10-May-19,400.63
4605,City of Checotah,11-Jun-19,592.18
4610,City of Eufaula,10-Jul-18,471.02
4610,City of Eufaula,10-Aug-18,464.07
4610,City of Eufaula,11-Sep-18,455.78
4610,City of Eufaula,8-Oct-18,396.55
4610,City of Eufaula,13-Nov-18,489.80
4610,City of Eufaula,11-Dec-18,447.87
4610,City of Eufaula,10-Jan-19,434.61
4610,City of Eufaula,11-Feb-19,441.38
4610,City of Eufaula,11-Mar-19,361.02
4610,City of Eufaula,9-Apr-19,435.39
4610,City of Eufaula,10-May-19,365.92
4610,City of Eufaula,11-Jun-19,540.87
4615,Town of Hanna,10-Jul-18,21.20
4615,Town of Hanna,10-Aug-18,20.89
4615,Town of Hanna,11-Sep-18,20.52
4615,Town of Hanna,8-Oct-18,17.85
4615,Town of Hanna,13-Nov-18,22.05
4615,Town of Hanna,11-Dec-18,20.16
4615,Town of Hanna,10-Jan-19,19.56
4615,Town of Hanna,11-Feb-19,19.87
4615,Town of Hanna,11-Mar-19,16.25
4615,Town of Hanna,9-Apr-19,19.60
4615,Town of Hanna,10-May-19,16.47
4615,Town of Hanna,11-Jun-19,24.35
4620,Town of Hitchita,10-Jul-18,13.86
4620,Town of Hitchita,10-Aug-18,13.66
4620,Town of Hitchita,11-Sep-18,13.41
4620,Town of Hitchita,8-Oct-18,11.67
4620,Town of Hitchita,13-Nov-18,14.42
4620,Town of Hitchita,11-Dec-18,13.18
4620,Town of Hitchita,10-Jan-19,12.79
4620,Town of Hitchita,11-Feb-19,12.99
4620,Town of Hitchita,11-Mar-19,10.63
4620,Town of Hitchita,9-Apr-19,12.81
4620,Town of Hitchita,10-May-19,10.77
4620,Town of Hitchita,11-Jun-19,15.92
4625,Town of Rentiesville,10-Jul-18,20.06
4625,Town of Rentiesville,10-Aug-18,19.76
4625,Town of Rentiesville,11-Sep-18,19.41
4625,Town of Rentiesville,8-Oct-18,16.89
4625,Town of Rentiesville,13-Nov-18,20.86
4625,Town of Rentiesville,11-Dec-18,19.07
4625,Town of Rentiesville,10-Jan-19,18.51
4625,Town of Rentiesville,11-Feb-19,18.80
4625,Town of Rentiesville,11-Mar-19,15.38
4625,Town of Rentiesville,9-Apr-19,18.54
4625,Town of Rentiesville,10-May-19,15.58
4625,Town of Rentiesville,11-Jun-19,23.04
4630,Town of Stidham,10-Jul-18,3.10
4630,Town of Stidham,10-Aug-18,3.05
4630,Town of Stidham,11-Sep-18,3.00
4630,Town of Stidham,8-Oct-18,2.61
4630,Town of Stidham,13-Nov-18,3.22
4630,Town of Stidham,11-Dec-18,2.95
4630,Town of Stidham,10-Jan-19,2.86
4630,Town of Stidham,11-Feb-19,2.90
4630,Town of Stidham,11-Mar-19,2.38
4630,Town of Stidham,9-Apr-19,2.86
4630,Town of Stidham,10-May-19,2.41
4630,Town of Stidham,11-Jun-19,3.56
4705,Town of Ames,10-Jul-18,39.63
4705,Town of Ames,10-Aug-18,39.05
4705,Town of Ames,11-Sep-18,38.35
4705,Town of Ames,8-Oct-18,33.37
4705,Town of Ames,13-Nov-18,41.21
4705,Town of Ames,11-Dec-18,37.68
4705,Town of Ames,10-Jan-19,36.57
4705,Town of Ames,11-Feb-19,37.14
4705,Town of Ames,11-Mar-19,30.38
4705,Town of Ames,9-Apr-19,36.63
4705,Town of Ames,10-May-19,30.79
4705,Town of Ames,11-Jun-19,45.51
4710,Town of Cleo Springs,10-Jul-18,55.45
4710,Town of Cleo Springs,10-Aug-18,54.63
4710,Town of Cleo Springs,11-Sep-18,53.66
4710,Town of Cleo Springs,8-Oct-18,46.69
4710,Town of Cleo Springs,13-Nov-18,57.66
4710,Town of Cleo Springs,11-Dec-18,52.73
4710,Town of Cleo Springs,10-Jan-19,51.17
4710,Town of Cleo Springs,11-Feb-19,51.96
4710,Town of Cleo Springs,11-Mar-19,42.50
4710,Town of Cleo Springs,9-Apr-19,51.26
4710,Town of Cleo Springs,10-May-19,43.08
4710,Town of Cleo Springs,11-Jun-19,63.68
4715,City of Fairview,10-Jul-18,426.83
4715,City of Fairview,10-Aug-18,420.52
4715,City of Fairview,11-Sep-18,413.01
4715,City of Fairview,8-Oct-18,359.34
4715,City of Fairview,13-Nov-18,443.84
4715,City of Fairview,11-Dec-18,405.84
4715,City of Fairview,10-Jan-19,393.83
4715,City of Fairview,11-Feb-19,399.97
4715,City of Fairview,11-Mar-19,327.15
4715,City of Fairview,9-Apr-19,394.53
4715,City of Fairview,10-May-19,331.58
4715,City of Fairview,11-Jun-19,490.11
4720,Town of Meno,10-Jul-18,38.98
4720,Town of Meno,10-Aug-18,38.40
4720,Town of Meno,11-Sep-18,37.72
4720,Town of Meno,8-Oct-18,32.82
4720,Town of Meno,13-Nov-18,40.53
4720,Town of Meno,11-Dec-18,37.06
4720,Town of Meno,10-Jan-19,35.97
4720,Town of Meno,11-Feb-19,36.53
4720,Town of Meno,11-Mar-19,29.88
4720,Town of Meno,9-Apr-19,36.03
4720,Town of Meno,10-May-19,30.28
4720,Town of Meno,11-Jun-19,44.76
4725,Town of Ringwood,10-Jul-18,83.83
4725,Town of Ringwood,10-Aug-18,82.59
4725,Town of Ringwood,11-Sep-18,81.12
4725,Town of Ringwood,8-Oct-18,70.58
4725,Town of Ringwood,13-Nov-18,87.17
4725,Town of Ringwood,11-Dec-18,79.71
4725,Town of Ringwood,10-Jan-19,77.35
4725,Town of Ringwood,11-Feb-19,78.56
4725,Town of Ringwood,11-Mar-19,64.25
4725,Town of Ringwood,9-Apr-19,77.49
4725,Town of Ringwood,10-May-19,65.12
4725,Town of Ringwood,11-Jun-19,96.26
4805,Town of Kingston,10-Jul-18,267.32
4805,Town of Kingston,10-Aug-18,263.37
4805,Town of Kingston,11-Sep-18,258.66
4805,Town of Kingston,8-Oct-18,225.05
4805,Town of Kingston,13-Nov-18,277.97
4805,Town of Kingston,11-Dec-18,254.17
4805,Town of Kingston,10-Jan-19,246.65
4805,Town of Kingston,11-Feb-19,250.49
4805,Town of Kingston,11-Mar-19,204.89
4805,Town of Kingston,9-Apr-19,247.09
4805,Town of Kingston,10-May-19,207.66
4805,Town of Kingston,11-Jun-19,306.95
4810,City of Madill,10-Jul-18,641.14
4810,City of Madill,10-Aug-18,631.66
4810,City of Madill,11-Sep-18,620.38
4810,City of Madill,8-Oct-18,539.77
4810,City of Madill,13-Nov-18,666.69
4810,City of Madill,11-Dec-18,609.62
4810,City of Madill,10-Jan-19,591.57
4810,City of Madill,11-Feb-19,600.79
4810,City of Madill,11-Mar-19,491.41
4810,City of Madill,9-Apr-19,592.63
4810,City of Madill,10-May-19,498.07
4810,City of Madill,11-Jun-19,736.20
4815,Town of Oakland,10-Jul-18,175.49
4815,Town of Oakland,10-Aug-18,172.90
4815,Town of Oakland,11-Sep-18,169.81
4815,Town of Oakland,8-Oct-18,147.75
4815,Town of Oakland,13-Nov-18,182.49
4815,Town of Oakland,11-Dec-18,166.87
4815,Town of Oakland,10-Jan-19,161.92
4815,Town of Oakland,11-Feb-19,164.45
4815,Town of Oakland,11-Mar-19,134.51
4815,Town of Oakland,9-Apr-19,162.22
4815,Town of Oakland,10-May-19,136.33
4815,Town of Oakland,11-Jun-19,201.51
4905,Town of Adair,10-Jul-18,132.92
4905,Town of Adair,10-Aug-18,130.96
4905,Town of Adair,11-Sep-18,128.62
4905,Town of Adair,8-Oct-18,111.91
4905,Town of Adair,13-Nov-18,138.22
4905,Town of Adair,11-Dec-18,126.39
4905,Town of Adair,10-Jan-19,122.65
4905,Town of Adair,11-Feb-19,124.56
4905,Town of Adair,11-Mar-19,101.88
4905,Town of Adair,9-Apr-19,122.87
4905,Town of Adair,10-May-19,103.26
4905,Town of Adair,11-Jun-19,152.63
4910,Town of Chouteau,10-Jul-18,339.41
4910,Town of Chouteau,10-Aug-18,334.39
4910,Town of Chouteau,11-Sep-18,328.42
4910,Town of Chouteau,8-Oct-18,285.74
4910,Town of Chouteau,13-Nov-18,352.93
4910,Town of Chouteau,11-Dec-18,322.72
4910,Town of Chouteau,10-Jan-19,313.16
4910,Town of Chouteau,11-Feb-19,318.05
4910,Town of Chouteau,11-Mar-19,260.14
4910,Town of Chouteau,9-Apr-19,313.73
4910,Town of Chouteau,10-May-19,263.67
4910,Town of Chouteau,11-Jun-19,389.73
4915,Town of Disney,10-Jul-18,49.74
4915,Town of Disney,10-Aug-18,49.01
4915,Town of Disney,11-Sep-18,48.13
4915,Town of Disney,8-Oct-18,41.88
4915,Town of Disney,13-Nov-18,51.73
4915,Town of Disney,11-Dec-18,47.30
4915,Town of Disney,10-Jan-19,45.90
4915,Town of Disney,11-Feb-19,46.61
4915,Town of Disney,11-Mar-19,38.13
4915,Town of Disney,9-Apr-19,45.98
4915,Town of Disney,10-May-19,38.64
4915,Town of Disney,11-Jun-19,57.12
4917,Grand Lake Towne,10-Jul-18,11.58
4917,Grand Lake Towne,10-Aug-18,11.41
4917,Grand Lake Towne,11-Sep-18,11.21
4917,Grand Lake Towne,8-Oct-18,9.75
4917,Grand Lake Towne,13-Nov-18,12.04
4917,Grand Lake Towne,11-Dec-18,11.01
4917,Grand Lake Towne,10-Jan-19,10.68
4917,Grand Lake Towne,11-Feb-19,10.85
4917,Grand Lake Towne,11-Mar-19,8.88
4917,Grand Lake Towne,9-Apr-19,10.70
4917,Grand Lake Towne,10-May-19,9.00
4917,Grand Lake Towne,11-Jun-19,13.30
4920,Town of Langley,10-Jul-18,133.74
4920,Town of Langley,10-Aug-18,131.76
4920,Town of Langley,11-Sep-18,129.41
4920,Town of Langley,8-Oct-18,112.59
4920,Town of Langley,13-Nov-18,139.07
4920,Town of Langley,11-Dec-18,127.16
4920,Town of Langley,10-Jan-19,123.40
4920,Town of Langley,11-Feb-19,125.32
4920,Town of Langley,11-Mar-19,102.51
4920,Town of Langley,9-Apr-19,123.62
4920,Town of Langley,10-May-19,103.90
4920,Town of Langley,11-Jun-19,153.57
4925,Town of Locust Grove,10-Jul-18,227.68
4925,Town of Locust Grove,10-Aug-18,224.32
4925,Town of Locust Grove,11-Sep-18,220.31
4925,Town of Locust Grove,8-Oct-18,191.69
4925,Town of Locust Grove,13-Nov-18,236.76
4925,Town of Locust Grove,11-Dec-18,216.49
4925,Town of Locust Grove,10-Jan-19,210.08
4925,Town of Locust Grove,11-Feb-19,213.36
4925,Town of Locust Grove,11-Mar-19,174.51
4925,Town of Locust Grove,9-Apr-19,210.46
4925,Town of Locust Grove,10-May-19,176.88
4925,Town of Locust Grove,11-Jun-19,261.44
4930,Town of Pensacola,10-Jul-18,20.39
4930,Town of Pensacola,10-Aug-18,20.09
4930,Town of Pensacola,11-Sep-18,19.73
4930,Town of Pensacola,8-Oct-18,17.16
4930,Town of Pensacola,13-Nov-18,21.20
4930,Town of Pensacola,11-Dec-18,19.38
4930,Town of Pensacola,10-Jan-19,18.81
4930,Town of Pensacola,11-Feb-19,19.10
4930,Town of Pensacola,11-Mar-19,15.63
4930,Town of Pensacola,9-Apr-19,18.84
4930,Town of Pensacola,10-May-19,15.84
4930,Town of Pensacola,11-Jun-19,23.41
4935,City of Pryor,10-Jul-18,"1,531.48"
4935,City of Pryor,10-Aug-18,"1,508.86"
4935,City of Pryor,11-Sep-18,"1,481.91"
4935,City of Pryor,8-Oct-18,"1,289.35"
4935,City of Pryor,13-Nov-18,"1,592.53"
4935,City of Pryor,11-Dec-18,"1,456.19"
4935,City of Pryor,10-Jan-19,"1,413.08"
4935,City of Pryor,11-Feb-19,"1,435.11"
4935,City of Pryor,11-Mar-19,"1,173.83"
4935,City of Pryor,9-Apr-19,"1,415.62"
4935,City of Pryor,10-May-19,"1,189.73"
4935,City of Pryor,11-Jun-19,"1,758.57"
4940,Town of Salina,10-Jul-18,226.22
4940,Town of Salina,10-Aug-18,222.87
4940,Town of Salina,11-Sep-18,218.89
4940,Town of Salina,8-Oct-18,190.45
4940,Town of Salina,13-Nov-18,235.23
4940,Town of Salina,11-Dec-18,215.09
4940,Town of Salina,10-Jan-19,208.73
4940,Town of Salina,11-Feb-19,211.98
4940,Town of Salina,11-Mar-19,173.39
4940,Town of Salina,9-Apr-19,209.10
4940,Town of Salina,10-May-19,175.74
4940,Town of Salina,11-Jun-19,259.76
4945,Town of Spavinaw,10-Jul-18,70.46
4945,Town of Spavinaw,10-Aug-18,69.42
4945,Town of Spavinaw,11-Sep-18,68.18
4945,Town of Spavinaw,8-Oct-18,59.32
4945,Town of Spavinaw,13-Nov-18,73.27
4945,Town of Spavinaw,11-Dec-18,66.99
4945,Town of Spavinaw,10-Jan-19,65.01
4945,Town of Spavinaw,11-Feb-19,66.02
4945,Town of Spavinaw,11-Mar-19,54.00
4945,Town of Spavinaw,9-Apr-19,65.13
4945,Town of Spavinaw,10-May-19,54.74
4945,Town of Spavinaw,11-Jun-19,80.91
4947,City of Sportsmen Acre,10-Jul-18,50.56
4947,City of Sportsmen Acre,10-Aug-18,49.81
4947,City of Sportsmen Acre,11-Sep-18,48.92
4947,City of Sportsmen Acre,8-Oct-18,42.57
4947,City of Sportsmen Acre,13-Nov-18,52.58
4947,City of Sportsmen Acre,11-Dec-18,48.07
4947,City of Sportsmen Acre,10-Jan-19,46.65
4947,City of Sportsmen Acre,11-Feb-19,47.38
4947,City of Sportsmen Acre,11-Mar-19,38.75
4947,City of Sportsmen Acre,9-Apr-19,46.73
4947,City of Sportsmen Acre,10-May-19,39.28
4947,City of Sportsmen Acre,11-Jun-19,58.06
4950,Town of Strang,10-Jul-18,14.52
4950,Town of Strang,10-Aug-18,14.30
4950,Town of Strang,11-Sep-18,14.05
4950,Town of Strang,8-Oct-18,12.22
4950,Town of Strang,13-Nov-18,15.09
4950,Town of Strang,11-Dec-18,13.80
4950,Town of Strang,10-Jan-19,13.39
4950,Town of Strang,11-Feb-19,13.60
4950,Town of Strang,11-Mar-19,11.13
4950,Town of Strang,9-Apr-19,13.42
4950,Town of Strang,10-May-19,11.28
4950,Town of Strang,11-Jun-19,16.67
5005,Town of Davis,10-Jul-18,463.03
5005,Town of Davis,10-Aug-18,456.19
5005,Town of Davis,11-Sep-18,448.05
5005,Town of Davis,8-Oct-18,389.82
5005,Town of Davis,13-Nov-18,481.49
5005,Town of Davis,11-Dec-18,440.27
5005,Town of Davis,10-Jan-19,427.23
5005,Town of Davis,11-Feb-19,433.89
5005,Town of Davis,11-Mar-19,354.90
5005,Town of Davis,9-Apr-19,428.00
5005,Town of Davis,10-May-19,359.71
5005,Town of Davis,11-Jun-19,531.69
5010,Town of Dougherty,10-Jul-18,35.72
5010,Town of Dougherty,10-Aug-18,35.19
5010,Town of Dougherty,11-Sep-18,34.56
5010,Town of Dougherty,8-Oct-18,30.07
5010,Town of Dougherty,13-Nov-18,37.14
5010,Town of Dougherty,11-Dec-18,33.96
5010,Town of Dougherty,10-Jan-19,32.96
5010,Town of Dougherty,11-Feb-19,33.47
5010,Town of Dougherty,11-Mar-19,27.38
5010,Town of Dougherty,9-Apr-19,33.02
5010,Town of Dougherty,10-May-19,27.75
5010,Town of Dougherty,11-Jun-19,41.01
5012,Town of Hickory,10-Jul-18,11.74
5012,Town of Hickory,10-Aug-18,11.57
5012,Town of Hickory,11-Sep-18,11.36
5012,Town of Hickory,8-Oct-18,9.89
5012,Town of Hickory,13-Nov-18,12.21
5012,Town of Hickory,11-Dec-18,11.17
5012,Town of Hickory,10-Jan-19,10.84
5012,Town of Hickory,11-Feb-19,11.00
5012,Town of Hickory,11-Mar-19,9.00
5012,Town of Hickory,9-Apr-19,10.85
5012,Town of Hickory,10-May-19,9.12
5012,Town of Hickory,11-Jun-19,13.48
5015,City of Sulphur,10-Jul-18,815.00
5015,City of Sulphur,10-Aug-18,802.96
5015,City of Sulphur,11-Sep-18,788.62
5015,City of Sulphur,8-Oct-18,686.14
5015,City of Sulphur,13-Nov-18,847.48
5015,City of Sulphur,11-Dec-18,774.93
5015,City of Sulphur,10-Jan-19,751.99
5015,City of Sulphur,11-Feb-19,763.71
5015,City of Sulphur,11-Mar-19,624.67
5015,City of Sulphur,9-Apr-19,753.34
5015,City of Sulphur,10-May-19,633.13
5015,City of Sulphur,11-Jun-19,935.84
5105,Town of Boynton,10-Jul-18,39.47
5105,Town of Boynton,10-Aug-18,38.89
5105,Town of Boynton,11-Sep-18,38.19
5105,Town of Boynton,8-Oct-18,33.23
5105,Town of Boynton,13-Nov-18,41.04
5105,Town of Boynton,11-Dec-18,37.53
5105,Town of Boynton,10-Jan-19,36.42
5105,Town of Boynton,11-Feb-19,36.99
5105,Town of Boynton,11-Mar-19,30.25
5105,Town of Boynton,9-Apr-19,36.48
5105,Town of Boynton,10-May-19,30.66
5105,Town of Boynton,11-Jun-19,45.32
5110,Town of Braggs,10-Jul-18,41.92
5110,Town of Braggs,10-Aug-18,41.30
5110,Town of Braggs,11-Sep-18,40.56
5110,Town of Braggs,8-Oct-18,35.29
5110,Town of Braggs,13-Nov-18,43.59
5110,Town of Braggs,11-Dec-18,39.86
5110,Town of Braggs,10-Jan-19,38.68
5110,Town of Braggs,11-Feb-19,39.28
5110,Town of Braggs,11-Mar-19,32.13
5110,Town of Braggs,9-Apr-19,38.74
5110,Town of Braggs,10-May-19,32.56
5110,Town of Braggs,11-Jun-19,48.13
5115,Town of Council Hill,10-Jul-18,24.63
5115,Town of Council Hill,10-Aug-18,24.26
5115,Town of Council Hill,11-Sep-18,23.83
5115,Town of Council Hill,8-Oct-18,20.73
5115,Town of Council Hill,13-Nov-18,25.61
5115,Town of Council Hill,11-Dec-18,23.42
5115,Town of Council Hill,10-Jan-19,22.72
5115,Town of Council Hill,11-Feb-19,23.08
5115,Town of Council Hill,11-Mar-19,18.88
5115,Town of Council Hill,9-Apr-19,22.76
5115,Town of Council Hill,10-May-19,19.13
5115,Town of Council Hill,11-Jun-19,28.28
5120,Town of Ft Gibson,10-Jul-18,658.59
5120,Town of Ft Gibson,10-Aug-18,648.86
5120,Town of Ft Gibson,11-Sep-18,637.27
5120,Town of Ft Gibson,8-Oct-18,554.46
5120,Town of Ft Gibson,13-Nov-18,684.84
5120,Town of Ft Gibson,11-Dec-18,626.21
5120,Town of Ft Gibson,10-Jan-19,607.67
5120,Town of Ft Gibson,11-Feb-19,617.14
5120,Town of Ft Gibson,11-Mar-19,504.78
5120,Town of Ft Gibson,9-Apr-19,608.76
5120,Town of Ft Gibson,10-May-19,511.62
5120,Town of Ft Gibson,11-Jun-19,756.24
5125,Town of Haskell,10-Jul-18,317.71
5125,Town of Haskell,10-Aug-18,313.02
5125,Town of Haskell,11-Sep-18,307.43
5125,Town of Haskell,8-Oct-18,267.48
5125,Town of Haskell,13-Nov-18,330.38
5125,Town of Haskell,11-Dec-18,302.09
5125,Town of Haskell,10-Jan-19,293.15
5125,Town of Haskell,11-Feb-19,297.72
5125,Town of Haskell,11-Mar-19,243.52
5125,Town of Haskell,9-Apr-19,293.68
5125,Town of Haskell,10-May-19,246.82
5125,Town of Haskell,11-Jun-19,364.82
5130,City of Muskogee,10-Jul-18,"6,174.53"
5130,City of Muskogee,10-Aug-18,"6,083.33"
5130,City of Muskogee,11-Sep-18,"5,974.68"
5130,City of Muskogee,8-Oct-18,"5,198.31"
5130,City of Muskogee,13-Nov-18,"6,420.65"
5130,City of Muskogee,11-Dec-18,"5,870.98"
5130,City of Muskogee,10-Jan-19,"5,697.16"
5130,City of Muskogee,11-Feb-19,"5,785.97"
5130,City of Muskogee,11-Mar-19,"4,732.57"
5130,City of Muskogee,9-Apr-19,"5,707.39"
5130,City of Muskogee,10-May-19,"4,796.69"
5130,City of Muskogee,11-Jun-19,"7,090.08"
5135,Town of Oktaha,10-Jul-18,62.96
5135,Town of Oktaha,10-Aug-18,62.03
5135,Town of Oktaha,11-Sep-18,60.92
5135,Town of Oktaha,8-Oct-18,53.00
5135,Town of Oktaha,13-Nov-18,65.46
5135,Town of Oktaha,11-Dec-18,59.86
5135,Town of Oktaha,10-Jan-19,58.09
5135,Town of Oktaha,11-Feb-19,58.99
5135,Town of Oktaha,11-Mar-19,48.25
5135,Town of Oktaha,9-Apr-19,58.19
5135,Town of Oktaha,10-May-19,48.91
5135,Town of Oktaha,11-Jun-19,72.29
5140,Town of Porum,10-Jul-18,115.80
5140,Town of Porum,10-Aug-18,114.09
5140,Town of Porum,11-Sep-18,112.05
5140,Town of Porum,8-Oct-18,97.49
5140,Town of Porum,13-Nov-18,120.41
5140,Town of Porum,11-Dec-18,110.11
5140,Town of Porum,10-Jan-19,106.85
5140,Town of Porum,11-Feb-19,108.51
5140,Town of Porum,11-Mar-19,88.76
5140,Town of Porum,9-Apr-19,107.04
5140,Town of Porum,10-May-19,89.96
5140,Town of Porum,11-Jun-19,132.97
5142,Town of Summit,10-Jul-18,22.67
5142,Town of Summit,10-Aug-18,22.34
5142,Town of Summit,11-Sep-18,21.94
5142,Town of Summit,8-Oct-18,19.09
5142,Town of Summit,13-Nov-18,23.57
5142,Town of Summit,11-Dec-18,21.56
5142,Town of Summit,10-Jan-19,20.92
5142,Town of Summit,11-Feb-19,21.24
5142,Town of Summit,11-Mar-19,17.38
5142,Town of Summit,9-Apr-19,20.96
5142,Town of Summit,10-May-19,17.61
5142,Town of Summit,11-Jun-19,26.03
5145,Town of Taft,10-Jul-18,39.80
5145,Town of Taft,10-Aug-18,39.21
5145,Town of Taft,11-Sep-18,38.51
5145,Town of Taft,8-Oct-18,33.50
5145,Town of Taft,13-Nov-18,41.38
5145,Town of Taft,11-Dec-18,37.84
5145,Town of Taft,10-Jan-19,36.72
5145,Town of Taft,11-Feb-19,37.29
5145,Town of Taft,11-Mar-19,30.50
5145,Town of Taft,9-Apr-19,36.78
5145,Town of Taft,10-May-19,30.92
5145,Town of Taft,11-Jun-19,45.70
5150,Town of Wainwright,10-Jul-18,26.91
5150,Town of Wainwright,10-Aug-18,26.51
5150,Town of Wainwright,11-Sep-18,26.04
5150,Town of Wainwright,8-Oct-18,22.66
5150,Town of Wainwright,13-Nov-18,27.98
5150,Town of Wainwright,11-Dec-18,25.59
5150,Town of Wainwright,10-Jan-19,24.83
5150,Town of Wainwright,11-Feb-19,25.22
5150,Town of Wainwright,11-Mar-19,20.63
5150,Town of Wainwright,9-Apr-19,24.88
5150,Town of Wainwright,10-May-19,20.91
5150,Town of Wainwright,11-Jun-19,30.90
5155,Town of Warner,10-Jul-18,262.59
5155,Town of Warner,10-Aug-18,258.71
5155,Town of Warner,11-Sep-18,254.09
5155,Town of Warner,8-Oct-18,221.07
5155,Town of Warner,13-Nov-18,273.05
5155,Town of Warner,11-Dec-18,249.68
5155,Town of Warner,10-Jan-19,242.28
5155,Town of Warner,11-Feb-19,246.06
5155,Town of Warner,11-Mar-19,201.26
5155,Town of Warner,9-Apr-19,242.72
5155,Town of Warner,10-May-19,203.99
5155,Town of Warner,11-Jun-19,301.52
5160,Town of Webbers Falls,10-Jul-18,98.35
5160,Town of Webbers Falls,10-Aug-18,96.89
5160,Town of Webbers Falls,11-Sep-18,95.16
5160,Town of Webbers Falls,8-Oct-18,82.80
5160,Town of Webbers Falls,13-Nov-18,102.27
5160,Town of Webbers Falls,11-Dec-18,93.51
5160,Town of Webbers Falls,10-Jan-19,90.74
5160,Town of Webbers Falls,11-Feb-19,92.16
5160,Town of Webbers Falls,11-Mar-19,75.38
5160,Town of Webbers Falls,9-Apr-19,90.91
5160,Town of Webbers Falls,10-May-19,76.40
5160,Town of Webbers Falls,11-Jun-19,112.93
5205,Town of Billings,10-Jul-18,81.71
5205,Town of Billings,10-Aug-18,80.50
5205,Town of Billings,11-Sep-18,79.07
5205,Town of Billings,8-Oct-18,68.79
5205,Town of Billings,13-Nov-18,84.97
5205,Town of Billings,11-Dec-18,77.69
5205,Town of Billings,10-Jan-19,75.39
5205,Town of Billings,11-Feb-19,76.57
5205,Town of Billings,11-Mar-19,62.63
5205,Town of Billings,9-Apr-19,75.53
5205,Town of Billings,10-May-19,63.48
5205,Town of Billings,11-Jun-19,93.83
5210,Town of Marland,10-Jul-18,35.72
5210,Town of Marland,10-Aug-18,35.19
5210,Town of Marland,11-Sep-18,34.56
5210,Town of Marland,8-Oct-18,30.07
5210,Town of Marland,13-Nov-18,37.14
5210,Town of Marland,11-Dec-18,33.96
5210,Town of Marland,10-Jan-19,32.96
5210,Town of Marland,11-Feb-19,33.47
5210,Town of Marland,11-Mar-19,27.38
5210,Town of Marland,9-Apr-19,33.02
5210,Town of Marland,10-May-19,27.75
5210,Town of Marland,11-Jun-19,41.01
5215,Town of Morrison,10-Jul-18,117.76
5215,Town of Morrison,10-Aug-18,116.02
5215,Town of Morrison,11-Sep-18,113.94
5215,Town of Morrison,8-Oct-18,99.14
5215,Town of Morrison,13-Nov-18,122.45
5215,Town of Morrison,11-Dec-18,111.97
5215,Town of Morrison,10-Jan-19,108.65
5215,Town of Morrison,11-Feb-19,110.35
5215,Town of Morrison,11-Mar-19,90.26
5215,Town of Morrison,9-Apr-19,108.85
5215,Town of Morrison,10-May-19,91.48
5215,Town of Morrison,11-Jun-19,135.22
5220,City of Perry,10-Jul-18,804.72
5220,City of Perry,10-Aug-18,792.83
5220,City of Perry,11-Sep-18,778.67
5220,City of Perry,8-Oct-18,677.49
5220,City of Perry,13-Nov-18,836.80
5220,City of Perry,11-Dec-18,765.16
5220,City of Perry,10-Jan-19,742.51
5220,City of Perry,11-Feb-19,754.08
5220,City of Perry,11-Mar-19,616.79
5220,City of Perry,9-Apr-19,743.84
5220,City of Perry,10-May-19,625.15
5220,City of Perry,11-Jun-19,924.04
5225,Town of Red Rock,10-Jul-18,45.01
5225,Town of Red Rock,10-Aug-18,44.35
5225,Town of Red Rock,11-Sep-18,43.56
5225,Town of Red Rock,8-Oct-18,37.90
5225,Town of Red Rock,13-Nov-18,46.81
5225,Town of Red Rock,11-Dec-18,42.80
5225,Town of Red Rock,10-Jan-19,41.53
5225,Town of Red Rock,11-Feb-19,42.18
5225,Town of Red Rock,11-Mar-19,34.50
5225,Town of Red Rock,9-Apr-19,41.61
5225,Town of Red Rock,10-May-19,34.97
5225,Town of Red Rock,11-Jun-19,51.69
5303,Town of New Alluwe,10-Jul-18,14.19
5303,Town of New Alluwe,10-Aug-18,13.98
5303,Town of New Alluwe,11-Sep-18,13.73
5303,Town of New Alluwe,8-Oct-18,11.95
