Copo,Name,Distribution Date,Amount
0825,Town of Carnegie,8-Oct-18,229.58
0825,Town of Carnegie,13-Nov-18,283.57
0825,Town of Carnegie,11-Dec-18,259.29
0825,Town of Carnegie,10-Jan-19,251.62
0825,Town of Carnegie,11-Feb-19,255.54
0825,Town of Carnegie,11-Mar-19,209.01
0825,Town of Carnegie,9-Apr-19,252.07
0825,Town of Carnegie,10-May-19,211.85
0825,Town of Carnegie,11-Jun-19,313.13
0830,Town of Cement,10-Jul-18,79.27
0830,Town of Cement,10-Aug-18,78.09
0830,Town of Cement,11-Sep-18,76.70
0830,Town of Cement,8-Oct-18,66.73
0830,Town of Cement,13-Nov-18,82.42
0830,Town of Cement,11-Dec-18,75.37
0830,Town of Cement,10-Jan-19,73.14
0830,Town of Cement,11-Feb-19,74.28
0830,Town of Cement,11-Mar-19,60.75
0830,Town of Cement,9-Apr-19,73.27
0830,Town of Cement,10-May-19,61.58
0830,Town of Cement,11-Jun-19,91.02
0835,Town of Cyril,10-Jul-18,168.97
0835,Town of Cyril,10-Aug-18,166.47
0835,Town of Cyril,11-Sep-18,163.50
0835,Town of Cyril,8-Oct-18,142.25
0835,Town of Cyril,13-Nov-18,175.70
0835,Town of Cyril,11-Dec-18,160.66
0835,Town of Cyril,10-Jan-19,155.91
0835,Town of Cyril,11-Feb-19,158.34
0835,Town of Cyril,11-Mar-19,129.51
0835,Town of Cyril,9-Apr-19,156.19
0835,Town of Cyril,10-May-19,131.26
0835,Town of Cyril,11-Jun-19,194.02
0840,Town of Eakly,10-Jul-18,53.82
0840,Town of Eakly,10-Aug-18,53.03
0840,Town of Eakly,11-Sep-18,52.08
0840,Town of Eakly,8-Oct-18,45.31
0840,Town of Eakly,13-Nov-18,55.97
0840,Town of Eakly,11-Dec-18,51.18
0840,Town of Eakly,10-Jan-19,49.66
0840,Town of Eakly,11-Feb-19,50.44
0840,Town of Eakly,11-Mar-19,41.25
0840,Town of Eakly,9-Apr-19,49.75
0840,Town of Eakly,10-May-19,41.81
0840,Town of Eakly,11-Jun-19,61.80
0845,Town of Ft Cobb,10-Jul-18,101.28
0845,Town of Ft Cobb,10-Aug-18,99.79
0845,Town of Ft Cobb,11-Sep-18,98.01
0845,Town of Ft Cobb,8-Oct-18,85.27
0845,Town of Ft Cobb,13-Nov-18,105.32
0845,Town of Ft Cobb,11-Dec-18,96.30
0845,Town of Ft Cobb,10-Jan-19,93.45
0845,Town of Ft Cobb,11-Feb-19,94.91
0845,Town of Ft Cobb,11-Mar-19,77.63
0845,Town of Ft Cobb,9-Apr-19,93.62
0845,Town of Ft Cobb,10-May-19,78.68
0845,Town of Ft Cobb,11-Jun-19,116.30
0850,Town of Gracemont,10-Jul-18,50.72
0850,Town of Gracemont,10-Aug-18,49.97
0850,Town of Gracemont,11-Sep-18,49.08
0850,Town of Gracemont,8-Oct-18,42.70
0850,Town of Gracemont,13-Nov-18,52.75
0850,Town of Gracemont,11-Dec-18,48.23
0850,Town of Gracemont,10-Jan-19,46.80
0850,Town of Gracemont,11-Feb-19,47.53
0850,Town of Gracemont,11-Mar-19,38.88
0850,Town of Gracemont,9-Apr-19,46.89
0850,Town of Gracemont,10-May-19,39.40
0850,Town of Gracemont,11-Jun-19,58.24
0855,Town of Hinton,10-Jul-18,528.76
0855,Town of Hinton,10-Aug-18,520.95
0855,Town of Hinton,11-Sep-18,511.65
0855,Town of Hinton,8-Oct-18,445.16
0855,Town of Hinton,13-Nov-18,549.84
0855,Town of Hinton,11-Dec-18,502.77
0855,Town of Hinton,10-Jan-19,487.88
0855,Town of Hinton,11-Feb-19,495.49
0855,Town of Hinton,11-Mar-19,405.28
0855,Town of Hinton,9-Apr-19,488.76
0855,Town of Hinton,10-May-19,410.77
0855,Town of Hinton,11-Jun-19,607.16
0860,Town of Hydro,10-Jul-18,154.45
0860,Town of Hydro,10-Aug-18,152.17
0860,Town of Hydro,11-Sep-18,149.45
0860,Town of Hydro,8-Oct-18,130.03
0860,Town of Hydro,13-Nov-18,160.61
0860,Town of Hydro,11-Dec-18,146.86
0860,Town of Hydro,10-Jan-19,142.51
0860,Town of Hydro,11-Feb-19,144.73
0860,Town of Hydro,11-Mar-19,118.38
0860,Town of Hydro,9-Apr-19,142.77
0860,Town of Hydro,10-May-19,119.99
0860,Town of Hydro,11-Jun-19,177.36
0865,Town of Lookeba,10-Jul-18,26.91
0865,Town of Lookeba,10-Aug-18,26.51
0865,Town of Lookeba,11-Sep-18,26.04
0865,Town of Lookeba,8-Oct-18,22.66
0865,Town of Lookeba,13-Nov-18,27.98
0865,Town of Lookeba,11-Dec-18,25.59
0865,Town of Lookeba,10-Jan-19,24.83
0865,Town of Lookeba,11-Feb-19,25.22
0865,Town of Lookeba,11-Mar-19,20.63
0865,Town of Lookeba,9-Apr-19,24.88
0865,Town of Lookeba,10-May-19,20.91
0865,Town of Lookeba,11-Jun-19,30.90
0905,Town of Calumet,10-Jul-18,95.09
0905,Town of Calumet,10-Aug-18,93.68
0905,Town of Calumet,11-Sep-18,92.01
0905,Town of Calumet,8-Oct-18,80.05
0905,Town of Calumet,13-Nov-18,98.88
0905,Town of Calumet,11-Dec-18,90.41
0905,Town of Calumet,10-Jan-19,87.73
0905,Town of Calumet,11-Feb-19,89.10
0905,Town of Calumet,11-Mar-19,72.88
0905,Town of Calumet,9-Apr-19,87.89
0905,Town of Calumet,10-May-19,73.87
0905,Town of Calumet,11-Jun-19,109.18
0910,City of El Reno,10-Jul-18,"3,090.37"
0910,City of El Reno,10-Aug-18,"3,044.72"
0910,City of El Reno,11-Sep-18,"2,990.34"
0910,City of El Reno,8-Oct-18,"2,601.76"
0910,City of El Reno,13-Nov-18,"3,213.55"
0910,City of El Reno,11-Dec-18,"2,938.44"
0910,City of El Reno,10-Jan-19,"2,851.44"
0910,City of El Reno,11-Feb-19,"2,895.89"
0910,City of El Reno,11-Mar-19,"2,368.66"
0910,City of El Reno,9-Apr-19,"2,856.56"
0910,City of El Reno,10-May-19,"2,400.75"
0910,City of El Reno,11-Jun-19,"3,548.60"
0915,Town of Mustang,10-Jul-18,"3,461.25"
0915,Town of Mustang,10-Aug-18,"3,410.12"
0915,Town of Mustang,11-Sep-18,"3,349.21"
0915,Town of Mustang,8-Oct-18,"2,914.01"
0915,Town of Mustang,13-Nov-18,"3,599.22"
0915,Town of Mustang,11-Dec-18,"3,291.09"
0915,Town of Mustang,10-Jan-19,"3,193.65"
0915,Town of Mustang,11-Feb-19,"3,243.43"
0915,Town of Mustang,11-Mar-19,"2,652.93"
0915,Town of Mustang,9-Apr-19,"3,199.38"
0915,Town of Mustang,10-May-19,"2,688.87"
0915,Town of Mustang,11-Jun-19,"3,974.48"
0920,Town of Piedmont,10-Jul-18,"1,263.84"
0920,Town of Piedmont,10-Aug-18,"1,245.17"
0920,Town of Piedmont,11-Sep-18,"1,222.93"
0920,Town of Piedmont,8-Oct-18,"1,064.02"
0920,Town of Piedmont,13-Nov-18,"1,314.22"
0920,Town of Piedmont,11-Dec-18,"1,201.71"
0920,Town of Piedmont,10-Jan-19,"1,166.13"
0920,Town of Piedmont,11-Feb-19,"1,184.31"
0920,Town of Piedmont,11-Mar-19,968.69
0920,Town of Piedmont,9-Apr-19,"1,168.22"
0920,Town of Piedmont,10-May-19,981.81
0920,Town of Piedmont,11-Jun-19,"1,451.24"
0925,Town of Union City,10-Jul-18,335.98
0925,Town of Union City,10-Aug-18,331.02
0925,Town of Union City,11-Sep-18,325.11
0925,Town of Union City,8-Oct-18,282.86
0925,Town of Union City,13-Nov-18,349.37
0925,Town of Union City,11-Dec-18,319.46
0925,Town of Union City,10-Jan-19,310.00
0925,Town of Union City,11-Feb-19,314.84
0925,Town of Union City,11-Mar-19,257.52
0925,Town of Union City,9-Apr-19,310.56
0925,Town of Union City,10-May-19,261.01
0925,Town of Union City,11-Jun-19,385.80
0930,City of Yukon,10-Jul-18,"4,375.90"
0930,City of Yukon,10-Aug-18,"4,311.26"
0930,City of Yukon,11-Sep-18,"4,234.26"
0930,City of Yukon,8-Oct-18,"3,684.04"
0930,City of Yukon,13-Nov-18,"4,550.32"
0930,City of Yukon,11-Dec-18,"4,160.77"
0930,City of Yukon,10-Jan-19,"4,037.58"
0930,City of Yukon,11-Feb-19,"4,100.52"
0930,City of Yukon,11-Mar-19,"3,353.98"
0930,City of Yukon,9-Apr-19,"4,044.83"
0930,City of Yukon,10-May-19,"3,399.42"
0930,City of Yukon,11-Jun-19,"5,024.75"
1005,City of Ardmore,10-Jul-18,"4,041.39"
1005,City of Ardmore,10-Aug-18,"3,981.69"
1005,City of Ardmore,11-Sep-18,"3,910.57"
1005,City of Ardmore,8-Oct-18,"3,402.42"
1005,City of Ardmore,13-Nov-18,"4,202.48"
1005,City of Ardmore,11-Dec-18,"3,842.71"
1005,City of Ardmore,10-Jan-19,"3,728.93"
1005,City of Ardmore,11-Feb-19,"3,787.06"
1005,City of Ardmore,11-Mar-19,"3,097.58"
1005,City of Ardmore,9-Apr-19,"3,735.63"
1005,City of Ardmore,10-May-19,"3,139.55"
1005,City of Ardmore,11-Jun-19,"4,640.63"
1007,Town of Dickson,10-Jul-18,203.38
1007,Town of Dickson,10-Aug-18,200.38
1007,Town of Dickson,11-Sep-18,196.80
1007,Town of Dickson,8-Oct-18,171.23
1007,Town of Dickson,13-Nov-18,211.49
1007,Town of Dickson,11-Dec-18,193.38
1007,Town of Dickson,10-Jan-19,187.66
1007,Town of Dickson,11-Feb-19,190.58
1007,Town of Dickson,11-Mar-19,155.89
1007,Town of Dickson,9-Apr-19,188.00
1007,Town of Dickson,10-May-19,158.00
1007,Town of Dickson,11-Jun-19,233.54
1010,Town of Gene Autry,10-Jul-18,25.61
1010,Town of Gene Autry,10-Aug-18,25.23
1010,Town of Gene Autry,11-Sep-18,24.78
1010,Town of Gene Autry,8-Oct-18,21.56
1010,Town of Gene Autry,13-Nov-18,26.63
1010,Town of Gene Autry,11-Dec-18,24.35
1010,Town of Gene Autry,10-Jan-19,23.63
1010,Town of Gene Autry,11-Feb-19,23.99
1010,Town of Gene Autry,11-Mar-19,19.63
1010,Town of Gene Autry,9-Apr-19,23.67
1010,Town of Gene Autry,10-May-19,19.89
1010,Town of Gene Autry,11-Jun-19,29.40
1015,Town of Healdton,10-Jul-18,443.30
1015,Town of Healdton,10-Aug-18,436.75
1015,Town of Healdton,11-Sep-18,428.95
1015,Town of Healdton,8-Oct-18,373.21
1015,Town of Healdton,13-Nov-18,460.97
1015,Town of Healdton,11-Dec-18,421.51
1015,Town of Healdton,10-Jan-19,409.03
1015,Town of Healdton,11-Feb-19,415.40
1015,Town of Healdton,11-Mar-19,339.77
1015,Town of Healdton,9-Apr-19,409.76
1015,Town of Healdton,10-May-19,344.38
1015,Town of Healdton,11-Jun-19,509.03
1016,Town of Lone Grove,10-Jul-18,825.27
1016,Town of Lone Grove,10-Aug-18,813.08
1016,Town of Lone Grove,11-Sep-18,798.56
1016,Town of Lone Grove,8-Oct-18,694.79
1016,Town of Lone Grove,13-Nov-18,858.17
1016,Town of Lone Grove,11-Dec-18,784.70
1016,Town of Lone Grove,10-Jan-19,761.47
1016,Town of Lone Grove,11-Feb-19,773.34
1016,Town of Lone Grove,11-Mar-19,632.54
1016,Town of Lone Grove,9-Apr-19,762.83
1016,Town of Lone Grove,10-May-19,641.11
1016,Town of Lone Grove,11-Jun-19,947.64
1018,Town of Ratliff City,10-Jul-18,19.25
1018,Town of Ratliff City,10-Aug-18,18.96
1018,Town of Ratliff City,11-Sep-18,18.62
1018,Town of Ratliff City,8-Oct-18,16.20
1018,Town of Ratliff City,13-Nov-18,20.01
1018,Town of Ratliff City,11-Dec-18,18.30
1018,Town of Ratliff City,10-Jan-19,17.76
1018,Town of Ratliff City,11-Feb-19,18.03
1018,Town of Ratliff City,11-Mar-19,14.75
1018,Town of Ratliff City,9-Apr-19,17.79
1018,Town of Ratliff City,10-May-19,14.95
1018,Town of Ratliff City,11-Jun-19,22.10
1020,Town of Springer,10-Jul-18,113.19
1020,Town of Springer,10-Aug-18,111.52
1020,Town of Springer,11-Sep-18,109.53
1020,Town of Springer,8-Oct-18,95.29
1020,Town of Springer,13-Nov-18,117.70
1020,Town of Springer,11-Dec-18,107.62
1020,Town of Springer,10-Jan-19,104.44
1020,Town of Springer,11-Feb-19,106.07
1020,Town of Springer,11-Mar-19,86.76
1020,Town of Springer,9-Apr-19,104.63
1020,Town of Springer,10-May-19,87.93
1020,Town of Springer,11-Jun-19,129.97
1022,Town of Tatums,10-Jul-18,24.30
1022,Town of Tatums,10-Aug-18,23.94
1022,Town of Tatums,11-Sep-18,23.51
1022,Town of Tatums,8-Oct-18,20.46
1022,Town of Tatums,13-Nov-18,25.27
1022,Town of Tatums,11-Dec-18,23.11
1022,Town of Tatums,10-Jan-19,22.42
1022,Town of Tatums,11-Feb-19,22.77
1022,Town of Tatums,11-Mar-19,18.63
1022,Town of Tatums,9-Apr-19,22.46
1022,Town of Tatums,10-May-19,18.88
1022,Town of Tatums,11-Jun-19,27.90
1025,City of Wilson,10-Jul-18,278.73
1025,City of Wilson,10-Aug-18,274.62
1025,City of Wilson,11-Sep-18,269.71
1025,City of Wilson,8-Oct-18,234.66
1025,City of Wilson,13-Nov-18,289.84
1025,City of Wilson,11-Dec-18,265.03
1025,City of Wilson,10-Jan-19,257.18
1025,City of Wilson,11-Feb-19,261.19
1025,City of Wilson,11-Mar-19,213.64
1025,City of Wilson,9-Apr-19,257.65
1025,City of Wilson,10-May-19,216.53
1025,City of Wilson,11-Jun-19,320.06
1103,Town of Hulbert,10-Jul-18,96.72
1103,Town of Hulbert,10-Aug-18,95.29
1103,Town of Hulbert,11-Sep-18,93.59
1103,Town of Hulbert,8-Oct-18,81.43
1103,Town of Hulbert,13-Nov-18,100.57
1103,Town of Hulbert,11-Dec-18,91.96
1103,Town of Hulbert,10-Jan-19,89.24
1103,Town of Hulbert,11-Feb-19,90.63
1103,Town of Hulbert,11-Mar-19,74.13
1103,Town of Hulbert,9-Apr-19,89.40
1103,Town of Hulbert,10-May-19,75.13
1103,Town of Hulbert,11-Jun-19,111.06
1105,City of Tahlequah,10-Jul-18,"2,729.59"
1105,City of Tahlequah,10-Aug-18,"2,689.27"
1105,City of Tahlequah,11-Sep-18,"2,641.24"
1105,City of Tahlequah,8-Oct-18,"2,298.03"
1105,City of Tahlequah,13-Nov-18,"2,838.40"
1105,City of Tahlequah,11-Dec-18,"2,595.40"
1105,City of Tahlequah,10-Jan-19,"2,518.56"
1105,City of Tahlequah,11-Feb-19,"2,557.82"
1105,City of Tahlequah,11-Mar-19,"2,092.14"
1105,City of Tahlequah,9-Apr-19,"2,523.08"
1105,City of Tahlequah,10-May-19,"2,120.49"
1105,City of Tahlequah,11-Jun-19,"3,134.33"
1205,Town of Boswell,10-Jul-18,112.54
1205,Town of Boswell,10-Aug-18,110.87
1205,Town of Boswell,11-Sep-18,108.89
1205,Town of Boswell,8-Oct-18,94.74
1205,Town of Boswell,13-Nov-18,117.02
1205,Town of Boswell,11-Dec-18,107.00
1205,Town of Boswell,10-Jan-19,103.84
1205,Town of Boswell,11-Feb-19,105.46
1205,Town of Boswell,11-Mar-19,86.26
1205,Town of Boswell,9-Apr-19,104.02
1205,Town of Boswell,10-May-19,87.42
1205,Town of Boswell,11-Jun-19,129.22
1210,Town of Fort Towson,10-Jul-18,80.57
1210,Town of Fort Towson,10-Aug-18,79.38
1210,Town of Fort Towson,11-Sep-18,77.96
1210,Town of Fort Towson,8-Oct-18,67.83
1210,Town of Fort Towson,13-Nov-18,83.78
1210,Town of Fort Towson,11-Dec-18,76.61
1210,Town of Fort Towson,10-Jan-19,74.34
1210,Town of Fort Towson,11-Feb-19,75.50
1210,Town of Fort Towson,11-Mar-19,61.75
1210,Town of Fort Towson,9-Apr-19,74.47
1210,Town of Fort Towson,10-May-19,62.59
1210,Town of Fort Towson,11-Jun-19,92.52
1215,City of Hugo,10-Jul-18,845.66
1215,City of Hugo,10-Aug-18,833.17
1215,City of Hugo,11-Sep-18,818.29
1215,City of Hugo,8-Oct-18,711.96
1215,City of Hugo,13-Nov-18,879.37
1215,City of Hugo,11-Dec-18,804.09
1215,City of Hugo,10-Jan-19,780.28
1215,City of Hugo,11-Feb-19,792.44
1215,City of Hugo,11-Mar-19,648.17
1215,City of Hugo,9-Apr-19,781.68
1215,City of Hugo,10-May-19,656.95
1215,City of Hugo,11-Jun-19,971.05
1218,Town of Sawyer,10-Jul-18,51.54
1218,Town of Sawyer,10-Aug-18,50.78
1218,Town of Sawyer,11-Sep-18,49.87
1218,Town of Sawyer,8-Oct-18,43.39
1218,Town of Sawyer,13-Nov-18,53.59
1218,Town of Sawyer,11-Dec-18,49.00
1218,Town of Sawyer,10-Jan-19,47.55
1218,Town of Sawyer,11-Feb-19,48.30
1218,Town of Sawyer,11-Mar-19,39.50
1218,Town of Sawyer,9-Apr-19,47.64
1218,Town of Sawyer,10-May-19,40.04
1218,Town of Sawyer,11-Jun-19,59.18
1220,Town of Soper,10-Jul-18,41.43
1220,Town of Soper,10-Aug-18,40.81
1220,Town of Soper,11-Sep-18,40.09
1220,Town of Soper,8-Oct-18,34.88
1220,Town of Soper,13-Nov-18,43.08
1220,Town of Soper,11-Dec-18,39.39
1220,Town of Soper,10-Jan-19,38.22
1220,Town of Soper,11-Feb-19,38.82
1220,Town of Soper,11-Mar-19,31.75
1220,Town of Soper,9-Apr-19,38.29
1220,Town of Soper,10-May-19,32.18
1220,Town of Soper,11-Jun-19,47.57
1305,Town of Boise City,10-Jul-18,178.27
1305,Town of Boise City,10-Aug-18,175.63
1305,Town of Boise City,11-Sep-18,172.50
1305,Town of Boise City,8-Oct-18,150.08
1305,Town of Boise City,13-Nov-18,185.37
1305,Town of Boise City,11-Dec-18,169.50
1305,Town of Boise City,10-Jan-19,164.48
1305,Town of Boise City,11-Feb-19,167.05
1305,Town of Boise City,11-Mar-19,136.63
1305,Town of Boise City,9-Apr-19,164.78
1305,Town of Boise City,10-May-19,138.49
1305,Town of Boise City,11-Jun-19,204.70
1310,Town of Keyes,10-Jul-18,45.67
1310,Town of Keyes,10-Aug-18,44.99
1310,Town of Keyes,11-Sep-18,44.19
1310,Town of Keyes,8-Oct-18,38.45
1310,Town of Keyes,13-Nov-18,47.49
1310,Town of Keyes,11-Dec-18,43.42
1310,Town of Keyes,10-Jan-19,42.14
1310,Town of Keyes,11-Feb-19,42.79
1310,Town of Keyes,11-Mar-19,35.00
1310,Town of Keyes,9-Apr-19,42.21
1310,Town of Keyes,10-May-19,35.48
1310,Town of Keyes,11-Jun-19,52.44
1402,Town of Etowah,10-Jul-18,15.49
1402,Town of Etowah,10-Aug-18,15.27
1402,Town of Etowah,11-Sep-18,14.99
1402,Town of Etowah,8-Oct-18,13.04
1402,Town of Etowah,13-Nov-18,16.11
1402,Town of Etowah,11-Dec-18,14.73
1402,Town of Etowah,10-Jan-19,14.30
1402,Town of Etowah,11-Feb-19,14.52
1402,Town of Etowah,11-Mar-19,11.88
1402,Town of Etowah,9-Apr-19,14.32
1402,Town of Etowah,10-May-19,12.04
1402,Town of Etowah,11-Jun-19,17.79
1405,Town of Lexington,10-Jul-18,350.82
1405,Town of Lexington,10-Aug-18,345.64
1405,Town of Lexington,11-Sep-18,339.47
1405,Town of Lexington,8-Oct-18,295.36
1405,Town of Lexington,13-Nov-18,364.81
1405,Town of Lexington,11-Dec-18,333.58
1405,Town of Lexington,10-Jan-19,323.70
1405,Town of Lexington,11-Feb-19,328.74
1405,Town of Lexington,11-Mar-19,268.89
1405,Town of Lexington,9-Apr-19,324.28
1405,Town of Lexington,10-May-19,272.54
1405,Town of Lexington,11-Jun-19,402.84
1410,Town of Moore,10-Jul-18,"10,034.23"
1410,Town of Moore,10-Aug-18,"9,886.01"
1410,Town of Moore,11-Sep-18,"9,709.44"
1410,Town of Moore,8-Oct-18,"8,447.76"
1410,Town of Moore,13-Nov-18,"10,434.20"
1410,Town of Moore,11-Dec-18,"9,540.93"
1410,Town of Moore,10-Jan-19,"9,258.44"
1410,Town of Moore,11-Feb-19,"9,402.78"
1410,Town of Moore,11-Mar-19,"7,690.89"
1410,Town of Moore,9-Apr-19,"9,275.08"
1410,Town of Moore,10-May-19,"7,795.09"
1410,Town of Moore,11-Jun-19,"11,522.08"
1415,Town of Noble,10-Jul-18,"1,098.95"
1415,Town of Noble,10-Aug-18,"1,082.72"
1415,Town of Noble,11-Sep-18,"1,063.38"
1415,Town of Noble,8-Oct-18,925.20
1415,Town of Noble,13-Nov-18,"1,142.75"
1415,Town of Noble,11-Dec-18,"1,044.92"
1415,Town of Noble,10-Jan-19,"1,013.98"
1415,Town of Noble,11-Feb-19,"1,029.79"
1415,Town of Noble,11-Mar-19,842.31
1415,Town of Noble,9-Apr-19,"1,015.81"
1415,Town of Noble,10-May-19,853.72
1415,Town of Noble,11-Jun-19,"1,261.90"
1420,City of Norman,10-Jul-18,"20,035.35"
1420,City of Norman,10-Aug-18,"19,739.40"
1420,City of Norman,11-Sep-18,"19,386.84"
1420,City of Norman,8-Oct-18,"16,867.65"
1420,City of Norman,13-Nov-18,"20,833.97"
1420,City of Norman,11-Dec-18,"19,050.38"
1420,City of Norman,10-Jan-19,"18,486.34"
1420,City of Norman,11-Feb-19,"18,774.53"
1420,City of Norman,11-Mar-19,"15,356.41"
1420,City of Norman,9-Apr-19,"18,519.55"
1420,City of Norman,10-May-19,"15,564.47"
1420,City of Norman,11-Jun-19,"23,006.15"
1425,Town of Slaughterville,10-Jul-18,701.15
1425,Town of Slaughterville,10-Aug-18,690.80
1425,Town of Slaughterville,11-Sep-18,678.46
1425,Town of Slaughterville,8-Oct-18,590.30
1425,Town of Slaughterville,13-Nov-18,729.10
1425,Town of Slaughterville,11-Dec-18,666.69
1425,Town of Slaughterville,10-Jan-19,646.95
1425,Town of Slaughterville,11-Feb-19,657.03
1425,Town of Slaughterville,11-Mar-19,537.41
1425,Town of Slaughterville,9-Apr-19,648.11
1425,Town of Slaughterville,10-May-19,544.69
1425,Town of Slaughterville,11-Jun-19,805.12
1505,City of Centrahoma,10-Jul-18,15.33
1505,City of Centrahoma,10-Aug-18,15.10
1505,City of Centrahoma,11-Sep-18,14.83
1505,City of Centrahoma,8-Oct-18,12.91
1505,City of Centrahoma,13-Nov-18,15.94
1505,City of Centrahoma,11-Dec-18,14.58
1505,City of Centrahoma,10-Jan-19,14.15
1505,City of Centrahoma,11-Feb-19,14.37
1505,City of Centrahoma,11-Mar-19,11.75
1505,City of Centrahoma,9-Apr-19,14.17
1505,City of Centrahoma,10-May-19,11.91
1505,City of Centrahoma,11-Jun-19,17.60
1510,City of Coalgate,10-Jul-18,300.59
1510,City of Coalgate,10-Aug-18,296.15
1510,City of Coalgate,11-Sep-18,290.86
1510,City of Coalgate,8-Oct-18,253.06
1510,City of Coalgate,13-Nov-18,312.57
1510,City of Coalgate,11-Dec-18,285.81
1510,City of Coalgate,10-Jan-19,277.35
1510,City of Coalgate,11-Feb-19,281.67
1510,City of Coalgate,11-Mar-19,230.39
1510,City of Coalgate,9-Apr-19,277.85
1510,City of Coalgate,10-May-19,233.51
1510,City of Coalgate,11-Jun-19,345.16
1515,City of Lehigh,10-Jul-18,55.94
1515,City of Lehigh,10-Aug-18,55.12
1515,City of Lehigh,11-Sep-18,54.13
1515,City of Lehigh,8-Oct-18,47.10
1515,City of Lehigh,13-Nov-18,58.17
1515,City of Lehigh,11-Dec-18,53.19
1515,City of Lehigh,10-Jan-19,51.62
1515,City of Lehigh,11-Feb-19,52.42
1515,City of Lehigh,11-Mar-19,42.88
1515,City of Lehigh,9-Apr-19,51.71
1515,City of Lehigh,10-May-19,43.46
1515,City of Lehigh,11-Jun-19,64.24
1520,Town of Phillips,10-Jul-18,21.04
1520,Town of Phillips,10-Aug-18,20.73
1520,Town of Phillips,11-Sep-18,20.36
1520,Town of Phillips,8-Oct-18,17.71
1520,Town of Phillips,13-Nov-18,21.88
1520,Town of Phillips,11-Dec-18,20.01
1520,Town of Phillips,10-Jan-19,19.41
1520,Town of Phillips,11-Feb-19,19.72
1520,Town of Phillips,11-Mar-19,16.13
1520,Town of Phillips,9-Apr-19,19.45
1520,Town of Phillips,10-May-19,16.34
1520,Town of Phillips,11-Jun-19,24.16
1525,City of Tupelo,10-Jul-18,51.05
1525,City of Tupelo,10-Aug-18,50.30
1525,City of Tupelo,11-Sep-18,49.40
1525,City of Tupelo,8-Oct-18,42.98
1525,City of Tupelo,13-Nov-18,53.08
1525,City of Tupelo,11-Dec-18,48.54
1525,City of Tupelo,10-Jan-19,47.10
1525,City of Tupelo,11-Feb-19,47.84
1525,City of Tupelo,11-Mar-19,39.13
1525,City of Tupelo,9-Apr-19,47.19
1525,City of Tupelo,10-May-19,39.66
1525,City of Tupelo,11-Jun-19,58.62
1605,Town of Cache,10-Jul-18,466.46
1605,Town of Cache,10-Aug-18,459.57
1605,Town of Cache,11-Sep-18,451.36
1605,Town of Cache,8-Oct-18,392.71
1605,Town of Cache,13-Nov-18,485.05
1605,Town of Cache,11-Dec-18,443.53
1605,Town of Cache,10-Jan-19,430.39
1605,Town of Cache,11-Feb-19,437.10
1605,Town of Cache,11-Mar-19,357.52
1605,Town of Cache,9-Apr-19,431.17
1605,Town of Cache,10-May-19,362.37
1605,Town of Cache,11-Jun-19,535.62
1610,Town of Chattanooga,10-Jul-18,73.39
1610,Town of Chattanooga,10-Aug-18,72.31
1610,Town of Chattanooga,11-Sep-18,71.02
1610,Town of Chattanooga,8-Oct-18,61.79
1610,Town of Chattanooga,13-Nov-18,76.32
1610,Town of Chattanooga,11-Dec-18,69.79
1610,Town of Chattanooga,10-Jan-19,67.72
1610,Town of Chattanooga,11-Feb-19,68.78
1610,Town of Chattanooga,11-Mar-19,56.25
1610,Town of Chattanooga,9-Apr-19,67.84
